,NU_ANO_CENSO,NO_REGIAO,NO_UF,NO_MUNICIPIO,IN_CAPITAL,TP_CATEGORIA_ADMINISTRATIVA,TP_REDE,NO_CINE_ROTULO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA
1091,2017,Norte,Amazonas,Maués,0.0,2,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,2017,Norte,Amazonas,Parintins,0.0,2,1,Matemática formação de professor,2.0,1,53.0,22.0,31.0,2.0,2.0,7.0,0.0,0.0,42.0,24.0,6.0,18.0,0.0,0.0,4.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,53.0,0.0,15.0,9.0,0.0
1138,2017,Norte,Amazonas,Presidente Figueiredo,0.0,2,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,2017,Norte,Amazonas,São Gabriel da Cachoeira,0.0,2,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0
1171,2017,Norte,Amazonas,Tabatinga,0.0,2,1,Matemática formação de professor,2.0,1,102.0,26.0,76.0,2.0,2.0,14.0,1.0,6.0,77.0,12.0,5.0,7.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,59.0,9.0,93.0,0.0,12.0,0.0,0.0
1189,2017,Norte,Amazonas,Tefé,0.0,2,1,Matemática formação de professor,2.0,1,41.0,12.0,29.0,1.0,0.0,2.0,0.0,2.0,36.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,41.0,0.0,2.0,2.0,0.0
1190,2017,Norte,Amazonas,Tefé,0.0,2,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,2017,Norte,Amazonas,Tonantins,0.0,2,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,2017,Norte,Roraima,Boa Vista,1.0,1,1,Matemática formação de professor,2.0,1,33.0,10.0,23.0,4.0,0.0,11.0,0.0,0.0,18.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,26.0,11.0,22.0,0.0,1.0,3.0,0.0
1285,2017,Norte,Roraima,Boa Vista,1.0,1,1,Matemática formação de professor,2.0,1,35.0,17.0,18.0,4.0,2.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,33.0,2.0,0.0,0.0,0.0,0.0
1299,2017,Norte,Roraima,Boa Vista,1.0,2,1,Matemática formação de professor,2.0,1,28.0,12.0,16.0,2.0,1.0,20.0,0.0,0.0,5.0,7.0,1.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,28.0,0.0,0.0,7.0,0.0,0.0
1325,2017,Norte,Pará,Abaetetuba,0.0,1,1,Matemática formação de professor,2.0,1,119.0,57.0,62.0,4.0,16.0,96.0,2.0,0.0,1.0,53.0,36.0,17.0,7.0,4.0,30.0,0.0,1.0,11.0,99.0,99.0,26.0,0.0,57.0,0.0,18.0,10.0,0.0,0.0,8.0,0.0,112.0,41.0,99.0,20.0,0.0,18.0,19.0,16.0
1337,2017,Norte,Pará,Altamira,0.0,2,1,Matemática formação de professor,2.0,1,40.0,12.0,28.0,4.0,8.0,26.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,40.0,0.0,0.0,3.0,0.0
1383,2017,Norte,Pará,Ananindeua,0.0,4,2,Matemática formação de professor,2.0,1,15.0,4.0,11.0,0.0,1.0,0.0,14.0,0.0,0.0,14.0,4.0,10.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,14.0,0.0
1420,2017,Norte,Pará,Belém,1.0,2,1,Matemática formação de professor,2.0,1,134.0,40.0,94.0,30.0,12.0,69.0,3.0,1.0,19.0,55.0,17.0,38.0,10.0,8.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,96.0,0.0,134.0,0.0,6.0,49.0,0.0
1534,2017,Norte,Pará,Belém,1.0,1,1,Matemática formação de professor,2.0,1,84.0,27.0,57.0,10.0,14.0,55.0,0.0,1.0,4.0,170.0,83.0,87.0,26.0,14.0,98.0,2.0,2.0,28.0,42.0,42.0,18.0,0.0,22.0,0.0,11.0,9.0,0.0,0.0,2.0,0.0,312.0,299.0,42.0,42.0,0.0,11.0,80.0,79.0
1626,2017,Norte,Pará,Belém,1.0,1,1,Matemática formação de professor,2.0,1,40.0,11.0,29.0,3.0,2.0,34.0,0.0,0.0,1.0,26.0,8.0,18.0,8.0,1.0,9.0,0.0,1.0,7.0,20.0,20.0,18.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,39.0,1.0,0.0,24.0,2.0,0.0
1751,2017,Norte,Pará,Bragança,0.0,1,1,Matemática formação de professor,2.0,1,43.0,12.0,31.0,1.0,4.0,36.0,0.0,0.0,2.0,55.0,19.0,36.0,5.0,3.0,39.0,2.0,0.0,6.0,31.0,31.0,12.0,0.0,16.0,0.0,20.0,14.0,0.0,0.0,6.0,0.0,89.0,43.0,31.0,12.0,0.0,20.0,6.0,29.0
1758,2017,Norte,Pará,Breves,0.0,1,1,Matemática formação de professor,2.0,1,59.0,18.0,41.0,3.0,4.0,50.0,0.0,0.0,2.0,28.0,7.0,21.0,3.0,2.0,13.0,0.0,0.0,10.0,47.0,47.0,10.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,63.0,47.0,12.0,0.0,0.0,0.0,28.0
1772,2017,Norte,Pará,Cametá,0.0,1,1,Matemática formação de professor,2.0,1,41.0,10.0,31.0,2.0,4.0,33.0,0.0,0.0,2.0,35.0,8.0,27.0,0.0,1.0,24.0,1.0,0.0,9.0,30.0,30.0,6.0,0.0,20.0,0.0,10.0,4.0,0.0,0.0,6.0,0.0,64.0,6.0,30.0,11.0,0.0,10.0,7.0,18.0
1799,2017,Norte,Pará,Castanhal,0.0,1,1,Matemática formação de professor,2.0,1,74.0,35.0,39.0,4.0,9.0,59.0,1.0,0.0,1.0,55.0,24.0,31.0,7.0,6.0,35.0,0.0,0.0,7.0,52.0,52.0,17.0,0.0,29.0,0.0,17.0,10.0,0.0,0.0,7.0,0.0,193.0,23.0,52.0,22.0,0.0,17.0,9.0,29.0
1828,2017,Norte,Pará,Conceição do Araguaia,0.0,2,1,Matemática formação de professor,2.0,1,45.0,17.0,28.0,9.0,4.0,29.0,1.0,0.0,2.0,19.0,6.0,13.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,45.0,0.0,1.0,18.0,0.0
1834,2017,Norte,Pará,Igarapé-Açu,0.0,2,1,Matemática formação de professor,2.0,1,49.0,22.0,27.0,4.0,2.0,27.0,1.0,0.0,15.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,49.0,0.0,3.0,0.0,0.0
1861,2017,Norte,Pará,Marabá,0.0,2,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,2017,Norte,Pará,Marabá,0.0,1,1,Matemática formação de professor,2.0,1,40.0,8.0,32.0,7.0,4.0,27.0,2.0,0.0,0.0,10.0,6.0,4.0,1.0,0.0,9.0,0.0,0.0,0.0,18.0,18.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,54.0,33.0,7.0,0.0,10.0,0.0,0.0
1914,2017,Norte,Pará,Moju,0.0,2,1,Matemática formação de professor,2.0,1,45.0,21.0,24.0,3.0,2.0,32.0,1.0,0.0,7.0,25.0,9.0,16.0,2.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,45.0,0.0,6.0,19.0,0.0
1924,2017,Norte,Pará,Paragominas,0.0,2,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,2017,Norte,Pará,Salinópolis,0.0,1,1,Matemática formação de professor,2.0,1,44.0,19.0,25.0,1.0,2.0,39.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,35.0,9.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,35.0,9.0,0.0,0.0,0.0,0.0
1981,2017,Norte,Pará,Santana do Araguaia,0.0,1,1,Matemática formação de professor,2.0,1,22.0,10.0,12.0,3.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0
2068,2017,Norte,Pará,Santarém,0.0,1,1,Matemática formação de professor,2.0,1,56.0,10.0,46.0,6.0,6.0,40.0,2.0,2.0,0.0,206.0,91.0,115.0,11.0,16.0,158.0,1.0,9.0,11.0,27.0,23.0,23.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,49.0,50.0,6.0,0.0,194.0,8.0,4.0
2070,2017,Norte,Pará,Santarém,0.0,1,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2078,2017,Norte,Pará,São Miguel do Guamá,0.0,2,1,Matemática formação de professor,2.0,1,40.0,15.0,25.0,4.0,2.0,33.0,0.0,0.0,1.0,34.0,14.0,20.0,3.0,2.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,40.0,0.0,0.0,34.0,0.0
2106,2017,Norte,Pará,Vigia,0.0,2,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,7.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0
2135,2017,Norte,Amapá,Macapá,1.0,1,1,Matemática formação de professor,2.0,1,17.0,8.0,9.0,3.0,2.0,12.0,0.0,0.0,0.0,14.0,2.0,12.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,15.0,2.0,0.0,13.0,1.0,0.0
2244,2017,Norte,Amapá,Macapá,1.0,1,1,Matemática formação de professor,2.0,1,42.0,12.0,30.0,2.0,1.0,21.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,40.0,2.0,0.0,0.0,0.0,0.0
2263,2017,Norte,Amapá,Santana,0.0,4,2,Matemática formação de professor,2.0,1,49.0,7.0,42.0,3.0,1.0,12.0,0.0,0.0,33.0,29.0,8.0,21.0,4.0,1.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,49.0,0.0,0.0,29.0,0.0,0.0
2281,2017,Norte,Tocantins,Araguaína,0.0,1,1,Matemática formação de professor,2.0,1,78.0,39.0,39.0,10.0,13.0,51.0,2.0,1.0,1.0,46.0,23.0,23.0,9.0,5.0,28.0,0.0,0.0,4.0,42.0,39.0,20.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,43.0,35.0,0.0,27.0,6.0,13.0
2317,2017,Norte,Tocantins,Arraias,0.0,1,1,Matemática formação de professor,2.0,1,67.0,32.0,35.0,7.0,18.0,41.0,0.0,1.0,0.0,27.0,16.0,11.0,2.0,12.0,13.0,0.0,0.0,0.0,33.0,28.0,16.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,33.0,34.0,0.0,27.0,0.0,0.0
2386,2017,Norte,Tocantins,Paraíso do Tocantins,0.0,1,1,Matemática formação de professor,2.0,1,37.0,18.0,19.0,8.0,4.0,22.0,0.0,0.0,3.0,6.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,9.0,9.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,34.0,3.0,0.0,6.0,0.0,0.0
2481,2017,Norte,Tocantins,Palmas,1.0,1,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2495,2017,Norte,Tocantins,Palmas,1.0,1,1,Matemática formação de professor,2.0,1,40.0,19.0,21.0,6.0,4.0,27.0,3.0,0.0,0.0,7.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,7.0,7.0,6.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,39.0,35.0,5.0,0.0,5.0,2.0,0.0
2544,2017,Nordeste,Maranhão,Bacabal,0.0,2,1,Matemática formação de professor,2.0,1,35.0,13.0,22.0,7.0,7.0,17.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,4.0,0.0,0.0,0.0,0.0
2563,2017,Nordeste,Maranhão,Balsas,0.0,2,1,Matemática formação de professor,2.0,1,25.0,10.0,15.0,4.0,1.0,16.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,4.0,0.0,1.0,0.0,0.0
2587,2017,Nordeste,Maranhão,Brejo,0.0,2,1,Matemática formação de professor,2.0,1,38.0,18.0,20.0,17.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,0.0,0.0,0.0,0.0
2590,2017,Nordeste,Maranhão,Buriticupu,0.0,1,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0
2593,2017,Nordeste,Maranhão,Carutapera,0.0,2,1,Matemática formação de professor,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,9.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
2599,2017,Nordeste,Maranhão,Carutapera,0.0,2,1,Matemática formação de professor,2.0,1,35.0,10.0,25.0,2.0,5.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0
