,NU_ANO_CENSO,NO_REGIAO,NO_UF,NO_MUNICIPIO,IN_CAPITAL,TP_REDE,TP_CATEGORIA_ADMINISTRATIVA,NO_CINE_ROTULO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA
236780,2023,Norte,Pará,Tailândia,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
236833,2023,Norte,Pará,Tailândia,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236868,2023,Norte,Pará,Tailândia,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236936,2023,Norte,Pará,Terra Santa,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
237005,2023,Norte,Pará,Terra Santa,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
237091,2023,Norte,Pará,Tomé-Açu,0.0,2,4,Matemática formação de professor,2.0,2,5,2,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0
237166,2023,Norte,Pará,Tomé-Açu,0.0,2,4,Matemática formação de professor,2.0,2,5,2,3,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,1,0,0
237220,2023,Norte,Pará,Tomé-Açu,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
237261,2023,Norte,Pará,Trairão,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
237294,2023,Norte,Pará,Trairão,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237338,2023,Norte,Pará,Tucumã,0.0,2,4,Matemática formação de professor,2.0,2,3,1,2,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0
237365,2023,Norte,Pará,Tucumã,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
237403,2023,Norte,Pará,Tucumã,0.0,2,4,Matemática formação de professor,2.0,2,5,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0
237487,2023,Norte,Pará,Tucumã,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237614,2023,Norte,Pará,Tucuruí,0.0,2,4,Matemática formação de professor,2.0,2,2,2,0,0,0,2,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,2,0,0
237680,2023,Norte,Pará,Tucuruí,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
237745,2023,Norte,Pará,Tucuruí,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237791,2023,Norte,Pará,Tucuruí,0.0,2,4,Matemática formação de professor,2.0,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0
237870,2023,Norte,Pará,Tucuruí,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237938,2023,Norte,Pará,Tucuruí,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0
238021,2023,Norte,Pará,Ulianópolis,0.0,2,4,Matemática formação de professor,2.0,2,4,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
238042,2023,Norte,Pará,Ulianópolis,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238126,2023,Norte,Pará,Ulianópolis,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
238165,2023,Norte,Pará,Uruará,0.0,2,4,Matemática formação de professor,2.0,2,5,3,2,0,1,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,1,0,0
238184,2023,Norte,Pará,Uruará,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
238201,2023,Norte,Pará,Uruará,0.0,2,5,Matemática formação de professor,2.0,2,5,2,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0
238251,2023,Norte,Pará,Uruará,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
238294,2023,Norte,Pará,Uruará,0.0,2,4,Matemática formação de professor,2.0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
238315,2023,Norte,Pará,Vigia,0.0,1,2,Matemática formação de professor,2.0,1,36,10,26,14,2,19,1,0,0,25,11,14,0,0,25,0,0,0,23,0,4,0,19,0,0,0,0,0,0,0,2,4,34,2,0,23,2,0
238348,2023,Norte,Pará,Vigia,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
238403,2023,Norte,Pará,Vigia,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
238450,2023,Norte,Pará,Vigia,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
238511,2023,Norte,Pará,Viseu,0.0,2,4,Matemática formação de professor,2.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
238521,2023,Norte,Pará,Viseu,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
238565,2023,Norte,Pará,Viseu,0.0,2,4,Matemática formação de professor,2.0,2,7,1,6,2,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,0,0
238625,2023,Norte,Pará,Xinguara,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
238685,2023,Norte,Pará,Xinguara,0.0,2,4,Matemática formação de professor,2.0,2,3,0,3,0,0,1,0,0,2,4,2,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,4,0,0
238716,2023,Norte,Pará,Xinguara,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
238732,2023,Norte,Pará,Xinguara,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
238786,2023,Norte,Pará,Xinguara,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
238860,2023,Norte,Pará,Xinguara,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0
238955,2023,Norte,Pará,Óbidos,0.0,2,4,Matemática formação de professor,2.0,2,3,1,2,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
239007,2023,Norte,Pará,Óbidos,0.0,2,4,Matemática formação de professor,2.0,2,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
239062,2023,Norte,Pará,Óbidos,0.0,2,4,Matemática formação de professor,2.0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
239145,2023,Norte,Rondônia,Alta Floresta D'Oeste,0.0,2,4,Matemática formação de professor,2.0,2,2,2,0,1,0,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0
239187,2023,Norte,Rondônia,Alta Floresta D'Oeste,0.0,2,4,Matemática formação de professor,2.0,2,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0
239230,2023,Norte,Rondônia,Alto Alegre dos Parecis,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239266,2023,Norte,Rondônia,Alto Paraíso,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
239288,2023,Norte,Rondônia,Alto Paraíso,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
239465,2023,Norte,Rondônia,Ariquemes,0.0,2,4,Matemática formação de professor,2.0,2,8,4,4,2,4,2,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,1,0,2,0,0
239554,2023,Norte,Rondônia,Ariquemes,0.0,2,4,Matemática formação de professor,2.0,2,16,14,2,9,0,3,2,0,2,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,4,0,3,0,0
239609,2023,Norte,Rondônia,Ariquemes,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0
239640,2023,Norte,Rondônia,Ariquemes,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
239717,2023,Norte,Rondônia,Ariquemes,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
239803,2023,Norte,Rondônia,Ariquemes,0.0,2,4,Matemática formação de professor,2.0,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
239848,2023,Norte,Rondônia,Ariquemes,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239914,2023,Norte,Rondônia,Buritis,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
239959,2023,Norte,Rondônia,Buritis,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
240021,2023,Norte,Rondônia,Buritis,0.0,2,4,Matemática formação de professor,2.0,2,6,5,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0
240060,2023,Norte,Rondônia,Buritis,0.0,2,5,Matemática formação de professor,2.0,2,4,1,3,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0
240110,2023,Norte,Rondônia,Cacoal,0.0,1,1,Matemática formação de professor,2.0,1,26,12,14,10,2,14,0,0,0,11,6,5,5,0,6,0,0,0,7,6,3,1,1,1,0,0,0,0,0,0,2,33,25,1,0,11,0,0
240229,2023,Norte,Rondônia,Cacoal,0.0,2,4,Matemática formação de professor,2.0,2,8,4,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,0,0,0,0,0
240308,2023,Norte,Rondônia,Cacoal,0.0,2,4,Matemática formação de professor,2.0,2,3,1,2,1,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0
240343,2023,Norte,Rondônia,Cacoal,0.0,2,5,Matemática formação de professor,2.0,2,4,2,2,2,0,2,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0
240372,2023,Norte,Rondônia,Cacoal,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,1,0,0
240384,2023,Norte,Rondônia,Cacoal,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240462,2023,Norte,Rondônia,Cacoal,0.0,2,4,Matemática formação de professor,2.0,2,4,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
240614,2023,Norte,Rondônia,Candeias do Jamari,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240668,2023,Norte,Rondônia,Cerejeiras,0.0,2,4,Matemática formação de professor,2.0,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
240732,2023,Norte,Rondônia,Cerejeiras,0.0,2,4,Matemática formação de professor,2.0,2,2,2,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,1,0,0
240812,2023,Norte,Rondônia,Chupinguaia,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240869,2023,Norte,Rondônia,Colorado do Oeste,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240909,2023,Norte,Rondônia,Costa Marques,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
240950,2023,Norte,Rondônia,Cujubim,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
241023,2023,Norte,Rondônia,Espigão D'Oeste,0.0,2,4,Matemática formação de professor,2.0,2,7,5,2,0,0,7,0,0,0,5,4,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,1,0,5,0,0
241110,2023,Norte,Rondônia,Guajará-Mirim,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
241150,2023,Norte,Rondônia,Guajará-Mirim,0.0,2,4,Matemática formação de professor,2.0,2,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
241196,2023,Norte,Rondônia,Guajará-Mirim,0.0,2,4,Matemática formação de professor,2.0,2,5,1,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
241229,2023,Norte,Rondônia,Guajará-Mirim,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241339,2023,Norte,Rondônia,Guajará-Mirim,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
241367,2023,Norte,Rondônia,Guajará-Mirim,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
241382,2023,Norte,Rondônia,Guajará-Mirim,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241435,2023,Norte,Rondônia,Itapuã do Oeste,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
241483,2023,Norte,Rondônia,Jaru,0.0,2,4,Matemática formação de professor,2.0,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
241534,2023,Norte,Rondônia,Jaru,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
241594,2023,Norte,Rondônia,Jaru,0.0,2,4,Matemática formação de professor,2.0,2,6,4,2,2,1,2,1,0,0,4,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,4,0,0
241668,2023,Norte,Rondônia,Jaru,0.0,2,4,Matemática formação de professor,2.0,2,7,4,3,5,1,1,0,0,0,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,3,0,0
241709,2023,Norte,Rondônia,Jaru,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
241759,2023,Norte,Rondônia,Ji-Paraná,0.0,1,1,Matemática formação de professor,2.0,1,40,22,18,14,7,17,1,1,0,6,5,1,0,0,6,0,0,0,9,9,6,0,3,0,1,1,1,0,0,0,8,32,39,1,0,6,0,0
241855,2023,Norte,Rondônia,Ji-Paraná,0.0,2,4,Matemática formação de professor,2.0,2,7,2,5,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,0,0,0,0
241917,2023,Norte,Rondônia,Ji-Paraná,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241922,2023,Norte,Rondônia,Ji-Paraná,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241997,2023,Norte,Rondônia,Ji-Paraná,0.0,2,4,Matemática formação de professor,2.0,2,3,2,1,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0
242057,2023,Norte,Rondônia,Ji-Paraná,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242112,2023,Norte,Rondônia,Ji-Paraná,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
242194,2023,Norte,Rondônia,Ji-Paraná,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242275,2023,Norte,Rondônia,Ji-Paraná,0.0,2,4,Matemática formação de professor,2.0,2,6,1,5,2,0,3,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,0,0
242363,2023,Norte,Rondônia,Ji-Paraná,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
242444,2023,Norte,Rondônia,Ji-Paraná,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
242484,2023,Norte,Rondônia,Ji-Paraná,0.0,2,5,Matemática formação de professor,2.0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
242537,2023,Norte,Rondônia,Machadinho D'Oeste,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,0,1,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
242588,2023,Norte,Rondônia,Machadinho D'Oeste,0.0,2,4,Matemática formação de professor,2.0,2,5,3,2,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,1,0,0
242652,2023,Norte,Rondônia,Machadinho D'Oeste,0.0,2,4,Matemática formação de professor,2.0,2,5,3,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0
242688,2023,Norte,Rondônia,Machadinho D'Oeste,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242748,2023,Norte,Rondônia,Mirante da Serra,0.0,2,4,Matemática formação de professor,2.0,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
242802,2023,Norte,Rondônia,Monte Negro,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0
242838,2023,Norte,Rondônia,Nova Brasilândia D'Oeste,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
242887,2023,Norte,Rondônia,Nova Mamoré,0.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
